特許権者,特許番号,技術担当者,知財担当者,発明の内容,侵害可能性,侵害企業・製品候補,無効可能性,収益見込み,関連情報,進捗・メモ,特許公報リンク,重複チェック,特許番号(番号のみ)
NTT,特許06830161,高橋,,,,,,,,,,1,6830161
NTT,特許06818706,高橋,,,,,,,,,,1,6818706
NTT,特許06814178,高橋,,,,,,,,,,1,6814178
NTT,特許06805109,高橋,,,,,,,,,,1,6805109
NTT,特許06805096,高橋,,,,,,,,,,1,6805096
NTT,特許06789307,高橋,,,,,,,,,,1,6789307
NTT,特許06778712,高橋,,,,,,,,,,1,6778712
NTT,特許06777582,高橋,,,,,,,,,,1,6777582
NTT,特許06770922,高橋,,,,,,,,,,1,6770922
NTT,特許06767852,高橋,,,,,,,,,,1,6767852
NTT,特許06762906,高橋,,,,,,,,,,1,6762906
NTT,特許06751168,高橋,,,,,,,,,,1,6751168
NTT,特許06749865,高橋,,,,,,,,,,1,6749865
NTT,特許06723188,高橋,,,,,,,,,,1,6723188
NTT,特許06721548,高橋,,,,,,,,,,1,6721548
NTT,特許06712642,高橋,,,,,,,,,,1,6712642
NTT,特許06710711,高橋,,,,,,,,,,1,6710711
NTT,特許06707716,高橋,,,,,,,,,,1,6707716
NTT,特許06702899,高橋,,,,,,,,,,1,6702899
NTT,特許06689412,高橋,,,,,,,,,,1,6689412
NTT,特許06681516,高橋,,,,,,,,,,1,6681516
NTT,特許06649536,高橋,,,,,,,,,,1,6649536
NTT,特許06632564,高橋,,,,,,,,,,1,6632564
NTT,特許06629259,高橋,,,,,,,,,,1,6629259
NTT,特許06629172,高橋,,,,,,,,,,1,6629172
NTT,特許06626810,高橋,,,,,,,,,,1,6626810
NTT,特許06611355,高橋,,,,,,,,,,1,6611355
NTT,特許06611268,高橋,,,,,,,,,,1,6611268
NTT,特許06595952,高橋,,,,,,,,,,1,6595952
NTT,特許06590861,高橋,,,,,,,,,,1,6590861
NTT,特許06581155,高橋,,,,,,,,,,1,6581155
NTT,特許06574156,高橋,,,,,,,,,,1,6574156
NTT,特許06564349,高橋,,,,,,,,,,1,6564349
NTT,特許06543219,高橋,,,,,,,,,,1,6543219
NTT,特許06542721,高橋,,,,,,,,,,1,6542721
NTT,特許06535130,高橋,,,,,,,,,,1,6535130
NTT,特許06533542,高橋,,,,,,,,,,1,6533542
NTT,特許06533475,高橋,,,,,,,,,,1,6533475
NTT,特許06517773,高橋,,,,,,,,,,1,6517773
NTT,特許06514084,高橋,,,,,,,,,,1,6514084
NTT,特許06495845,高橋,,,,,,,,,,1,6495845
NTT,特許06495212,高橋,,,,,,,,,,1,6495212
NTT,特許06479723,高橋,,,,,,,,,,1,6479723
NTT,特許06476148,高橋,,,,,,,,,,1,6476148
NTT,特許06467374,高橋,,,,,,,,,,1,6467374
NTT,特許06456869,高橋,,,,,,,,,,1,6456869
NTT,特許06438901,高橋,,,,,,,,,,1,6438901
NTT,特許06434435,高橋,,,,,,,,,,1,6434435
NTT,特許06417075,高橋,,,,,,,,,,1,6417075
NTT,特許06411274,高橋,,,,,,,,,,1,6411274
NTT,特許06397385,高橋,,,,,,,,,,1,6397385
NTT,特許06387330,高橋,,,,,,,,,,1,6387330
NTT,特許06377566,高橋,,,,,,,,,,1,6377566
NTT,特許06373245,高橋,,,,,,,,,,1,6373245
NTT,特許06367771,高橋,奥野,位置推定装置,×,,あり（出願日以前に他社製品発売）,,https://chatgpt.com/share/68be0a80-50c8-800b-98ac-01a29e754ccf,Google マップ出願前に発売,,1,6367771
NTT,特許06348882,高橋,奥野,サービス推定装置,×,,,,https://chatgpt.com/share/68be1d23-0d0c-800b-9665-81185bb6bc4c,,,1,6348882
NTT,特許06339981,高橋,奥野,検索システム,△,"Amazon Echo Auto(約30億円)
Alexa搭載 輸入車(約2.3兆円)
Android Automotive OS搭載車(約3000億円)",,A,https://chatgpt.com/share/68bec4d2-0d88-800b-9395-efa6f996c3e5,侵害確認が難しい可能性あり,,1,6339981
NTT,特許06294145,高橋,奥野,監視方法,◯,"
Microsoft Azure Monitor",あり（出願日以前に他社製品発売）,E,https://chatgpt.com/share/68c163ed-92b0-800b-9dc3-506f08a9d914,"Amazon CloudWatch
Datadog
New Relicは出願前に発売",,1,6294145
NTT,特許06285877,高橋,奥野,オーバレイトンネル制御システム,◯,"Cisco SD-WAN(200億円)
VMware HCX(20億円)",,B,https://chatgpt.com/share/68c1f56f-b86c-800b-b75e-a9655c945b0c,,,1,6285877
NTT,特許06282970,高橋,奥野,データ収集方法,◯,"
TikTok広告",あり（出願日以前に他社製品発売）,E,https://chatgpt.com/share/68c4c1f7-bdd8-800b-a3c6-fc52de7e3f65,"Google Ads
Meta広告
X広告 (旧称 Twitter広告)発売前に開始",,1,6282970
NTT,特許06277069,高橋,奥野,仮想機器管理装置,×,なし,あり（出願日以前に他社製品発売）,E,https://chatgpt.com/share/68c501ed-e15c-800b-8388-ae2752831389,"AWS EC2
Microsoft Azure
Google Cloud Compute
VMware vSphereが出願前に発売",,1,6277069
NTT,特許06247182,高橋,奥野,操作手順記録装置,◯,Nintex RPA(2億円),,D,https://chatgpt.com/share/68c53590-3cf0-800b-b1d1-7038ac0fdd10,,,1,6247182
NTT,特許06235973,高橋,奥野,サーバ,◯,"Google Kubernetes Engine (GKE)
Amazon Elastic Kubernetes Service (EKS)",あり（出願日以前に他社製品発売）,E,https://chatgpt.com/share/68c53525-7cb4-800b-b27f-c45e288db6b3,"Microsoft System Center VMM
VMware vSphereが出願前に発売",,1,6235973
NTT,特許06234408,高橋,奥野,コンテンツ情報提供装置,◯,"Amazon Web Services Rekognition（50億円）
Google Cloud Video Intelligence API（50億円）
Microsoft Azure Video Indexer（30億円）",,,https://chatgpt.com/share/68c64537-3888-800b-a345-0268b1aebfa8,Amazon Prime Video（X-Ray機能）は出願日前,,1,6234408
NTT,特許06231944,高橋,奥野,学習モデル作成装置,◯,Gboard,,C,https://chatgpt.com/share/68c7a0fc-15d4-800b-97db-a9d993173b51,,,1,6231944
NTT,特許06174826,高橋,奥野,マルウェア解析システム,×,,,E,https://chatgpt.com/share/68c7a0a5-2b38-800b-aa65-c647eb6d4852,,,1,6174826
NTT,特許06174796,高橋,奥野,セキュリティシステム,△,igloohome Smart Lock(0.3～0.5億円程度),,E,https://chatgpt.com/share/68c7ef18-5f7c-800b-b2d4-3c0fe3975b84,"RemoteLOCK
Teslaスマートキーは出願日前",,1,6174796
NTT,特許06114172,高橋,奥野,サーバ室に設置される機器の位置を決定する方法,×,,,E,https://chatgpt.com/share/68cb34be-9664-800b-8809-61d61780ebc6,"Schneider Electric：EcoStruxure IT
Vertiv：Trellis
CommScope：iTRACSは出願前",,1,6114172
NTT,特許06088714,高橋,奥野,特定装置,◯,"Microsoft Defender for Endpoint
Cortex XDR
SentinelOne Singularity",,A,https://chatgpt.com/share/68cb3d83-0894-800b-b7a8-3ba7d652d8a8,"Cybereason EDR
CrowdStrike Falconは出願前",,1,6088714
NTT,特許06086955,高橋,奥野,サーバ装置、アノテーション方法,◯,Whatfix(1億円),,D,https://chatgpt.com/share/68e240e2-b7cc-800b-8425-34064449f246,,,1,6086955
NTT,特許06059682,高橋,奥野,データ移行方法,×,,,E,https://chatgpt.com/share/68e24a78-511c-800b-ac66-76bb68b463e5,,,1,6059682
NTT,特許06043687,高橋,奥野,サーバ／クライアントシステム,×,,,E,https://chatgpt.com/share/68e99a21-6a7c-800b-b4b9-5ef15cf4c66e,対象製品は見つかったがいずれも出願日前から販売,,1,6043687
NTT,特許06030272,高橋,草野,,,,,,,,,1,6030272
NTT,特許06025788,高橋,草野,,,,,,,,,1,6025788
NTT,特許05990215,高橋,草野,,,,,,,,,1,5990215
NTT,特許05988505,高橋,草野,,,,,,,,,1,5988505
NTT,特許05956392,高橋,草野,,,,,,,,,1,5956392
NTT,特許05938009,高橋,草野,,,,,,,,,1,5938009
NTT,特許05883960,高橋,草野,,,,,,,,,1,5883960
NTT,特許05868881,高橋,草野,,,,,,,,,1,5868881
NTT,特許05856104,高橋,草野,,,,,,,,,1,5856104
NTT,特許05855724,高橋,草野,,,,,,,,,1,5855724
NTT,特許05812507,高橋,岩瀬,,,,,,,,,1,5812507
NTT,特許05798983,高橋,岩瀬,,,,,,,,,1,5798983
NTT,特許05781652,高橋,岩瀬,,,,,,,,,1,5781652
NTT,特許05767177,高橋,岩瀬,,,,,,,,,1,5767177
NTT,特許05758449,高橋,岩瀬,,,,,,,,,1,5758449
NTT,特許05752773,高橋,岩瀬,,,,,,,,,1,5752773
NTT,特許05732082,高橋,岩瀬,,,,,,,,,1,5732082
NTT,特許05730969,高橋,岩瀬,,,,,,,,,1,5730969
NTT,特許05721264,高橋,岩瀬,,,,,,,,,1,5721264
NTT,特許05694890,高橋,岩瀬,,,,,,,,,1,5694890
NTT,特許05685213,高橋,幸谷,,,,,,,,https://www.j-platpat.inpit.go.jp/c1801/PU/JP-2012-035828/10/ja,1,5685213
NTT,特許05661594,高橋,幸谷,,,,,,,,,1,5661594
NTT,特許05559825,高橋,幸谷,,,,,,,,,1,5559825
NTT,特許05547706,高橋,幸谷,,,,,,,,,1,5547706
NTT,特許05545877,高橋,幸谷,,,,,,,,,1,5545877
NTT,特許05529105,高橋,幸谷,,,,,,,,,1,5529105
NTT,特許05520330,高橋,幸谷,,,,,,,,,1,5520330
NTT,特許05519565,高橋,幸谷,,,,,,,,,1,5519565
NTT,特許05519431,高橋,幸谷,,,,,,,,,1,5519431
NTT,特許05483784,高橋,幸谷,,,,,,,,,1,5483784
NTT,特許05478530,高橋,幸谷,,,,,,,,,1,5478530
NTT,特許05465651,高橋,幸谷,,,,,,,,,1,5465651
NTT,特許05449485,高橋,幸谷,,,,,,,,,1,5449485
NTT,特許05437977,高橋,幸谷,,,,,,,,,1,5437977
NTT,特許05437928,高橋,幸谷,,,,,,,,,1,5437928
NTT,特許05432963,高橋,幸谷,,,,,,,,,1,5432963
NTT,特許05420477,高橋,幸谷,,,,,,,,,1,5420477
NTT,特許05419953,高橋,幸谷,,,,,,,,,1,5419953
NTT,特許05405382,高橋,幸谷,,,,,,,,,1,5405382
NTT,特許05377616,高橋,幸谷,,,,,,,,,1,5377616
NTT,特許05374444,高橋,幸谷,,,,,,,,,1,5374444
NTT,特許05357923,高橋,幸谷,,,,,,,,,1,5357923
NTT,特許05354747,高橋,幸谷,,,,,,,,,1,5354747
NTT,特許05331084,高橋,幸谷,,,,,,,,,1,5331084
NTT,特許05292219,高橋,幸谷,,,,,,,,,1,5292219
NTT,特許05225942,高橋,幸谷,,,,,,,,,1,5225942
NTT,特許05211091,高橋,幸谷,,,,,,,,,1,5211091
NTT,特許05068785,高橋,幸谷,,,,,,,,,1,5068785
NTT,特許04852634,高橋,幸谷,,,,,,,,,1,4852634
NTT,特許04809916,高橋,幸谷,,,,,,,,,1,4809916
IBM,特許07679143,柿崎,小田,３次元印刷対象物のコンピュータ制御された選択的硬化,×,,,,https://chatgpt.com/share/68cdf3f1-662c-800b-b179-87a0ab75b45b,,,1,7679143
IBM,特許07679138,柿崎,小田,地震検出の為のコンピューティング・デバイス、コンピュータ・プログラム、及びコンピュータ実装方法,×,,,,https://chatgpt.com/share/68cdf40b-b808-800b-901f-c07b1b099014,,,1,7679138
IBM,特許07643819,柿崎,小田,センサイベントカバレッジ及びエネルギー節約,〇,"テスラ車「Sentry Mode」（米Tesla社）
Axis社「Radar Autotracking for PTZ」",,E,https://chatgpt.com/share/68cdf55e-e920-800b-a69b-91ac34f964f1,"テスラ車両売り上げ、日本で二千億円強→テスラは、LOT参加
AXISは、キヤノンのグループ会社だが、どうか？https://chatgpt.com/share/68ce1f9a-33bc-800b-b9bc-94330470cfd5

",,1,7643819
IBM,特許07438609,柿崎,小田,自然言語で書かれたテキスト記述からの実行可能プロセスの作成方法、システム、プログラム,×,,,,https://chatgpt.com/share/68cdf686-bddc-800b-b120-4b970b17fc5c,,,1,7438609
IBM,特許07263672,柿崎,小田,インテリジェントな車内空気品質制御,〇,新型レンジローバー「キャビンエアピュリフィケーションプロ」,,https://chatgpt.com/share/68ce1e42-d190-800b-ac9c-5a51838543bc,https://chatgpt.com/share/68cdf498-be90-800b-b44d-b565e1a1f7c6,"日本での売り上げ６００億～８００億
LOTではない。",,1,7263672
IBM,特許07249716,柿崎,小田,モバイル・デバイス用のマイクロレンズ・アダプタ,〇,"YO Home Sperm Test（Medical Electronic Systems社）
DIPLE（SmartMicroOptics社）",,D,https://chatgpt.com/share/68cdf726-e47c-800b-888f-977cecc0f6b1,YOは、日本で売っていない。DIPLEは、マクアケなので、売り上げ少ない。,,1,7249716
IBM,特許07102499,柿崎,小田,匿名の暗号化データ,〇,"Google（コミュニティモビリティレポート 等）
Apple（位置情報サービス／マップ）
Meta（Facebook 「データフォーグッド」移動マップ 等）",,E,https://chatgpt.com/share/68cdf7fd-3088-800b-b0dc-56414dbc0347,いずれもLOT,,1,7102499
IBM,特許07100815,柿崎,小田,位置決定,◎,"Google マップ Live View
Niantic Lightship VPS（Niantic社）
",,B,https://chatgpt.com/share/68ce167f-46ec-800b-87d6-8ab3c0fab732,"米国中国でも特許。サービス自体が無償なので、損害額が認定しにくい。
NianticがLOTではないので、ねらい目。Pokémon GO関連の日本国内年間収益は推定約300億円前後",,1,7100815
IBM,特許07055200,柿崎,小田,ゲートウェイ管理コンソールにアクセスするためのコンピュータ処理方法、装置、システム、およびプログラム,〇,"Cradlepoint NetCloud Manager（米国・日本国内サービス有）＋Cradlepointルータ
Milesight IoT Cloud ＆ DeviceHub（中国・日本国内サービス有）＋ Milesight UG65 LoRaWANゲートウェイ",,,https://chatgpt.com/share/68ce0482-7324-800b-b9c1-80e9365dd895,,,1,7055200
IBM,特許07011374,柿崎,小田,コンピュータ実施方法、システム、コンピュータ・プログラム製品、およびコンピュータ・プログラム（サプライ・チェーンの整合性を管理するための原材料のスペクトル署名のブロックチェーン台帳）,△,TruTag TechnologiesとTag-it Tech→日本で非実施,,D,https://chatgpt.com/share/68ce16ff-bda4-800b-8e3c-4090bf94a386,,,1,7011374
IBM,特許06998385,柿崎,小田,電気デバイスにおける電力消費を最適化する方法、システム、およびコンピュータ・プログラム,〇,"AMD社 – AMD Start Nowテクノロジー（Smart Sleep 搭載）
Samsung社 – Galaxyスマートフォン（Adaptive Power Saving機能）",,E,https://chatgpt.com/share/68ce05ee-44c4-800b-8486-847d451c54b7,AMD、SamsungいずれもLOT,,1,6998385
IBM,特許06964383,柿崎,小田,文書デジタル化における意味正規化のための方法、コンピュータ・プログラム及びシステム,×,,,,https://chatgpt.com/share/68ce062d-5b70-800b-8073-101e7ad8c8a4,,,1,6964383
IBM,特許06817430,柿崎,小田,非接触血圧モニタリング,×,,,,https://chatgpt.com/share/68ce066f-d21c-800b-a4ed-ab8bdf9c0b9e,,,1,6817430
IBM,特許06688388,柿崎,小田,ＤＣマイクログリッドのための電力分担,×,,,,https://chatgpt.com/share/68ce06a1-6fd8-800b-a5b6-1e6d411dee72,,,1,6688388
IBM,特許06647713,柿崎,小田,請求項中のキーワードの抽出,〇,"WIPS Global（韓国WIPS社）
PatSnap（シンガポール発）
Orbit Intelligence（Questel社）",,D,https://chatgpt.com/share/68ce070e-719c-800b-b9ba-08805b75e9da,"どちらかというと、宣伝効果狙い。
知財担当者は、注目する可能性が高い。",,1,6647713
IBM,特許06628742,柿崎,小田,ハードウェア・マルチスレッディング・パラメータを用いて仮想マシンのためのホストを選択するための方法及び装置,〇,"Amazon EC2（AWS）
Microsoft Azure
Google Cloud Platform",,E,https://chatgpt.com/share/68ce0795-86f8-800b-9570-602e683f9511,いずれもLOT,,1,6628742
IBM,特許06537598,柿崎,小田,複数のカウンタのためのサービス命令を実施する方法、システム及びコンピュータ・プログラム,〇,"IBM z15メインフレーム
Apple Metal GPUパフォーマンスモニタ機能",,E,https://chatgpt.com/share/68ce1768-7164-800b-a143-af5bf4f58994,いずれもLOT,,1,6537598
IBM,特許06501789,柿崎,小田,マルチスレッディングの動的有効化のためのコンピュータ・システム、コンピュータ実装方法およびコンピュータ・プログラム製品,×,,,,https://chatgpt.com/share/68ce17b1-1f74-800b-bab7-4393fb84901f,,,1,6501789
IBM,特許06468842,柿崎,小田,会議通話全体の会話を視覚化する方法、システム、およびコンピュータ・プログラム製品,〇,"Microsoft Teams
Zoom
Google Meet",,E,https://chatgpt.com/share/68ce1854-4ba4-800b-a869-2be0b2e24741,いずれもLOT,,1,6468842
NTT,特許06992713,滝波,岩瀬,連続発話推定装置,〇,Amazon Alexa（Echoスマートスピーカー）,,,,,,1,6992713
NTT,特許06891843,滝波,岩瀬,,,,,,,,,1,6891843
NTT,特許06891842,滝波,岩瀬,,,,,,,,,1,6891842
NTT,特許06839053,滝波,岩瀬,,,,,,,,,1,6839053
NTT,特許06776406,滝波,岩瀬,,,,,,,,,1,6776406
NTT,特許06683566,滝波、高橋,岩瀬,,,,,,,,,1,6683566
東芝,特許06789741,徳田,小田,画像中の所定領域に対するボカシ処理を行う情報処理装置、方法およびプログラム,×,,,,https://chatgpt.com/share/68d9b446-9ae4-800b-bcef-1fef25b66b76,,,1,6789741
東芝,特許06728123,徳田,小田,窒化物半導体構造と酸窒化アルミニウム膜によるゲート絶縁層設計,×,,,,https://chatgpt.com/share/68dafc20-ba90-800b-b06d-2771d9c2f934,,,1,6728123
東芝,特許06678787,徳田,小田,リモートI/Oシステムにおける効率的なデータ転送と変化検出,〇,米国Rockwell Automation社のDeviceNetリモートI/Oシステム,,C,https://chatgpt.com/share/68dafcba-6704-800b-a09c-8a15c7ee85d3,全期間累計で数十億円程度,,1,6678787
東芝,特許06677667,徳田,小田,ユーザ行動ログ接続による属性関係性抽出装置および方法,〇,Facebook（Meta社）の「類似オーディエンス」機能、Google社の「Similar Audiences（類似ユーザー）」機能、Adobe社の「Adobe Audience Manager」,,B,https://chatgpt.com/share/68daf459-4254-800b-9f62-4bf192093216,"Similar Audiences経由の年間売上高は数十億円規模
Audience Manager単体の日本国内年間売上高は数十億円規模と推定",,1,6677667
東芝,特許06623189,徳田,小田,発電素子の開放電圧に基づく起動制御を備えた電源回路および電源装置,×,,,,https://chatgpt.com/share/68dbc131-948c-800b-8deb-e7a39e4fa2ff,,,1,6623189
東芝,特許06567468,徳田,小田,高濃度元素含有酸化物絶縁層を備えた窒化物半導体装置,×,,,,https://chatgpt.com/share/68dbc150-ed1c-800b-bdb6-7e9f6c73acc4,,,1,6567468
東芝,特許06538633,徳田,小田,設計情報の履歴管理と変更影響分析を備えた設計情報管理装置,〇,Dassault Systèmes社のENOVIA（3DEXPERIENCEプラットフォーム）,,C,https://chatgpt.com/share/68daf6d9-cc9c-800b-b3f4-d93eec0d3cac,約80億円前後,,1,6538633
東芝,特許06535123,徳田,小田,眼球運動と頭部動作の同期性に基づくAR表示制御装置および方法,×,,,,https://chatgpt.com/share/68daf459-4254-800b-9f62-4bf192093216,,,1,6535123
東芝,特許06517666,徳田,小田,画像認識によるラベル照合と設置状態判定機能を備えた物品管理装置,〇,GeoVisionの品切れ検知ソリューション,,D,https://chatgpt.com/g/g-p-68a1ab8bd59c8191a6ab1e97ca7e4fd2-xiao-tian/c/68d9b7a3-11b4-8324-948e-48652ca43b36,総計でも1億円には達していない,,1,6517666
東芝,特許06367166,徳田,小田,危険度推定型ウェアラブル安全管理システム,〇,IBMの「Maximo Worker Insights」(MWI)を用いたGuardhat社製スマートヘルメットの安全管理プラットフォーム,,C,https://chatgpt.com/share/68daf621-2904-800b-a4d8-d1edb373a301,約18～20億円,,1,6367166
東芝,特許06342440,徳田,小田,眼電位補正型 眼球運動検出アイウエア,×,,,,https://chatgpt.com/share/68daf9b8-5b5c-800b-ab44-174a5955110b,,,1,6342440
東芝,特許06334862,徳田,小田,構造区間ベースのプログラム情報表示技術,〇,"Google Chrome DevTools（Flame Chart）
Amazon CodeGuru Profiler
Microsoft Visual Studio Profiler（Flame Graph）",,S,https://chatgpt.com/share/68dafa7c-8f88-800b-9b62-fc91494f4c2f,"Googleの世界全体の広告収入は2024年時点で約2,650億ドル（約40兆円）",,1,6334862
東芝,特許06329469,徳田,小田,身体動作認識・操作支援装置／方法／プログラム,〇,"ReWalk Personal Exoskeleton
Ekso/Parker Indego Exoskeleton 
German Bionic Cray X ",,D,https://chatgpt.com/share/68db0a84-4d1c-800b-98d5-0bf741c67ad8,"約5,000万～6,000万円程度（～60百万円）",,1,6329469
東芝,特許06305483,徳田,小田,画像認識ベースのサービス提供システム,〇,"SenseVideo SDK／スマートリテールソリューション（SenseTime, 中国）
DataCaptor™ / VisionCaptor™（VSBLTY, カナダ）",,E,https://chatgpt.com/share/68dafbb5-4ca4-800b-a62a-96abbddd6c49,ほぼ０,,1,6305483
東芝,特許06253619,徳田,小田,視線上に像を表示し個体識別・情報共有を可能にする眼鏡型電子機器,×,,,,https://chatgpt.com/share/68db0794-b488-800b-9cc4-b1e06684d6a8,,,1,6253619
東芝,特許06242773,徳田,小田,議事録作成支援型 会議情報蓄積装置,〇,"Cisco Webex Meetings（Webex Assistant 機能付き）
Otter.ai（Otter Meeting Notes）
Fireflies.ai（AI Meeting Assistant）
Video Notebook（ビデオノートブック）
tl;dv（Too Long; Didn’t View）",,B,https://chatgpt.com/share/68db0871-02a4-800b-b475-ec1ae850ed47,Cisco Webex Meetings（Webex Assistant 機能付き推定年間売上（日本）: 約20億円,,1,6242773
東芝,特許06215096,徳田,小田,グラフェン×銀ナノワイヤーによる透明導電体の製造技術,〇,ACS Material社の当該透明導電膜製品,,D,https://chatgpt.com/share/68db08ca-8278-800b-8e43-2a86e46fe2d8,数百万～一千万円台程度,,1,6215096
東芝,特許06106052,徳田,小田,負荷シフト判定付きエネルギー管理システム,〇,"エネルエックス・ジャパンのデマンドレスポンスサービス（Enel X Japan）
AutoGrid社の需要応答プラットフォーム（EneresとのVPP事業 等）",,Ｂ,https://chatgpt.com/share/68db093c-575c-800b-ba02-97afaa601d8b,数十億～数百億レベル,,1,6106052
東芝,特許06067819,徳田,小田,重複排除＋統計ベース再配置による階層化ストレージ,〇だけど権利満了,,,,https://chatgpt.com/share/68db096d-9a1c-800b-832a-5103e42c5859,,,1,6067819
東芝,特許05971568,徳田,小田,人の状態と位置に応じた分割エリア単位の電気機器制御システム,×,,,,https://chatgpt.com/share/68db09ca-6254-800b-8f63-2a955d4ea82b,,,1,5971568
東芝,特許05872306,徳田,小田,画像センサ連携型デマンド制御・属性管理システム,〇,"PointGrab社（イスラエル）：「CogniPoint」スマートセンサーシステ
VergeSense社（米国）：「VergeSense」オフィス占有センサーシステム",,D,https://chatgpt.com/share/68db09f8-a2ac-800b-88ca-0937bf243ddd,"PointGrab社の日本国内における累計売上金額は数億円未満（おそらく1億円前後以下）
VergeSense社の日本国内累計売上金額はおおよそ数億円規模（数百万ドル程度、例えば2～5億円のレンジ）",,1,5872306
東芝,特許05747133,徳田,小田,リビジョン整合性に基づく共有ストレージアクセス制御システム,〇,"Dell EMC PowerFlex (ScaleIO)
Red Hat Ceph Storage (Ceph)",,B,https://chatgpt.com/share/68dbc26c-5df0-800b-b866-f5400edb08b7,"PowerFlexの国内売上累計は正式な数字こそ不明なものの、導入開始から現在までで数十億円規模（おそらく100億円弱程度）に上る
ed Hatの売上シェアは一桁台と見られ、累計売上は数十億円規模",,1,5747133
東芝,特許05675542,徳田,小田,光透過型金属電極およびその応用構造,×,,,,https://chatgpt.com/share/68dbc2aa-6854-800b-a951-26408093abc5,,,1,5675542
東芝,特許05487180,徳田,小田,テストケース生成プログラム及びテストケース生成装置,〇,Tricentis ToscaおよびIBM Rhapsody TestConductor/ATG、Smartesting CertifyIt,,D,https://chatgpt.com/share/68dbc30f-7864-800b-91dd-93050c1a24f0,各社数千万円程度,,1,5487180
東芝,特許05426617,徳田,小田,電源遮断時のデータ移動動作を検証可能なストレージ装置およびその制御方法,〇→権利満了,,,,https://chatgpt.com/share/68dbc33c-83e4-800b-8561-cf746765afee,,,1,5426617
東芝,特許05289642,徳田,小田,逆増分付き世代管理型バックアップストレージシステム,〇,"Veeam Backup & Replication
Acronis Cyber Protect（旧称 True Image 等）",,Ｃ,https://chatgpt.com/share/68dbc3b2-bdcc-800b-875a-ec3cfb1315f6,各社数十億円,,1,5289642
東芝,特許05259541,徳田,小田,活性化状態からの一時中断処理に対応する携帯可能電子装置とその制御方法,〇,"SORACOM Air SIM（plan01s）→日本企業だったので、再調査
アップル、グーグル等のスマホ端末が該当するとのこと",,S,https://chatgpt.com/share/68deffac-ecfc-800b-9b73-a935d6b8de6b,数百億レベル,,1,5259541
東芝,特許05232319,徳田,小田,YCrCb(4:2:0)映像を3チャネルで分割送信する通信装置・方法,〇,"Apple TV 4K（Apple社）
Xbox One X（Microsoft社）",,D,https://chatgpt.com/share/68dbc450-f23c-800b-b031-07c520aba80e,ＡｐｐｌｅＴＶは数十億レベル,,1,5232319
東芝,特許04940322,徳田,小田,RAID構成と誤り訂正を備えた半導体メモリ映像蓄積再生装置,〇,"IBM FlashSystem（米IBM社）フラッシュモジュール内
Seagate SandForce SF3700コントローラ搭載SSD",,Ｂ,https://chatgpt.com/share/68dbc4a1-8914-800b-9603-be36b43437fe,約５００億円,,1,4940322
スタンレー,特許07722951,高橋,,,,,,,,,,1,7722951
スタンレー,特許07633028,高橋,,,,,,,,,,1,7633028
スタンレー,特許07515244,高橋,,,,,,,,,,1,7515244
スタンレー,特許07454440,高橋,,,,,,,,,,1,7454440
スタンレー,特許07406913,高橋,,,,,,,,,,1,7406913
スタンレー,特許07379284,高橋,,,,,,,,,,1,7379284
スタンレー,特許07297538,高橋,,,,,,,,,,1,7297538
スタンレー,特許07252017,高橋,,,,,,,,,,1,7252017
スタンレー,特許07081934,高橋,,,,,,,,,,1,7081934
スタンレー,特許07048331,高橋,,,,,,,,,,1,7048331
スタンレー,特許07002963,高橋,,,,,,,,,,1,7002963
スタンレー,特許06990613,高橋,,,,,,,,,,1,6990613
スタンレー,特許06966933,高橋,,,,,,,,,,1,6966933
スタンレー,特許06956534,高橋,,,,,,,,,,1,6956534
スタンレー,特許06955416,高橋,,,,,,,,,,1,6955416
スタンレー,特許06935536,高橋,,,,,,,,,,1,6935536
スタンレー,特許06923295,高橋,,,,,,,,,,1,6923295
スタンレー,特許06910341,高橋,,,,,,,,,,1,6910341
スタンレー,特許06887321,高橋,,,,,,,,,,1,6887321
スタンレー,特許06854179,高橋,,,,,,,,,,1,6854179
スタンレー,特許06846294,高橋,,,,,,,,,,1,6846294
スタンレー,特許06696759,高橋,,,,,,,,,,1,6696759
スタンレー,特許06684609,高橋,,,,,,,,,,1,6684609
スタンレー,特許06576761,高橋,,,,,,,,,,1,6576761
ミックウェア,特許5046055,小田,小田,Googleに売り込みに行ったけど売れなかったチャンク列操作に基づく地図操作処理,〇キーワード”の定義次第で結論が割れる。深堀調査→×,,,,https://chatgpt.com/share/68e58523-fd84-800b-bff0-aae144a6c90f,,,1,5046055
ミックウェア,特許5357966,小田,小田,撮影画像内のオブジェクト（建物）のうち近いもの順で見えているものだけ検査 AR技術,×,,,,https://chatgpt.com/share/68e5838c-e130-800b-aedf-b6e22759f8e2,,,1,5357966
ミックウェア,特許5371480,小田,小田,地域のトレンド情報抽出,〇 Xの提供する「トレンド」機能,X　ツイッター,,,https://chatgpt.com/share/68e5843e-5b94-800b-bf2c-3f472ab0b730,,,1,5371480
ミックウェア,特許5403690,小田,小田,GPS受信不可だと「アプリの起動中止」,〇 DJIFLYアプリ→ △ GPS受信不可だと「アプリの起動中止」はしていないが「アプリ」を広い概念で捉えると、いける可能性あり,DJI,,,https://chatgpt.com/share/68e8395f-5b0c-800b-a123-ebca8fec3c6a,,,1,5403690
